# time,X,Y,Z,id,intensity,distance
2063821584,0.001360,7.793089,-2.076952,0,15,8.068
2063821588,0.004170,8.960306,-2.058950,2,5,9.196
2063821593,0.007978,10.548563,-2.042333,4,12,10.746
2063821595,0.043527,48.269598,4.219344,5,8,48.454
2063821597,0.013280,12.681911,-2.002019,6,11,12.840
2063821602,0.021335,15.944247,-1.952609,8,7,16.064
2063821607,0.034812,21.370340,-1.865965,10,6,21.452
2063821611,0.061574,32.071927,-1.678622,12,96,32.116
2063821639,0.028549,7.789174,-2.075917,0,13,8.064
2063821644,0.035471,8.966083,-2.060300,2,8,9.202
2063821648,0.044691,10.522949,-2.037372,4,12,10.720
2063821650,0.212956,48.482336,4.237996,5,51,48.668
2063821657,0.076933,15.932165,-1.951147,8,7,16.052
2063821662,0.109510,21.390012,-1.867708,10,6,21.472
2063821667,0.173569,32.079506,-1.679040,12,99,32.124
2063821694,0.055724,7.787095,-2.075399,0,15,8.062
2063821699,0.066790,8.960058,-2.058950,2,5,9.196
2063821703,0.081819,10.554138,-2.043478,4,12,10.752
2063821706,0.383275,48.507190,4.240262,5,59,48.694
2063821708,0.101679,12.630149,-1.993884,6,11,12.788
2063821713,0.132993,15.929811,-1.950903,8,6,16.050
2063821717,0.185090,21.405431,-1.869103,10,6,21.488
2063821722,0.286946,32.078692,-1.679040,12,99,32.124
2063821750,0.083420,7.771391,-2.071258,0,15,8.046
2063821754,0.099084,8.981197,-2.063899,2,5,9.218
2063821759,0.119225,10.522368,-2.037372,4,8,10.720
2063821761,0.556759,48.499532,4.239739,5,17,48.688
2063821763,0.146868,12.629705,-1.993884,6,11,12.788
2063821768,0.190201,15.947097,-1.953097,8,7,16.068
2063821773,0.261578,21.396663,-1.868405,10,6,21.480
2063821777,0.401694,32.075463,-1.678936,12,93,32.122
2063821805,0.111501,7.790360,-2.076434,0,15,8.066
2063821809,0.131021,8.980788,-2.063899,2,5,9.218
2063821814,0.156763,10.545437,-2.041952,4,8,10.744
2063821816,0.727578,48.493285,4.239390,5,51,48.684
2063821819,0.192724,12.727868,-2.009527,6,11,12.888
2063821823,0.245957,15.952291,-1.953828,8,7,16.074
2063821828,0.336173,21.419533,-1.870497,10,6,21.504
2063821860,0.137164,7.780289,-2.073846,0,13,8.056
2063821865,0.160488,8.962768,-2.059850,2,5,9.200
2063821869,0.191911,10.554674,-2.043860,4,12,10.754
2063821872,0.888675,48.506542,4.240785,5,51,48.700
2063821874,0.235440,12.754810,-2.013908,6,11,12.916
2063821879,0.298893,15.953372,-1.954072,8,7,16.076
2063821883,0.407656,21.442205,-1.872589,10,8,21.528
2063821888,0.650236,33.711457,-1.764871,12,3,33.764
2063821915,0.163125,7.787518,-2.075917,0,15,8.064
2063821920,0.190570,8.969975,-2.061649,2,5,9.208
2063821925,0.227159,10.544156,-2.041952,4,12,10.744
2063821927,1.052645,48.525182,4.242702,5,34,48.722
2063821929,0.275810,12.627547,-1.993884,6,11,12.788
2063821934,0.352967,15.942340,-1.952853,8,6,16.066
2063821938,0.481544,21.460601,-1.874332,10,6,21.548
2063821943,0.767435,33.752944,-1.767174,12,3,33.808
2063821971,0.190987,7.786884,-2.075917,0,13,8.064
2063821975,0.223291,8.994562,-2.067498,2,5,9.234
2063821980,0.264982,10.547201,-2.042715,4,8,10.748
2063821982,1.220418,48.290062,4.222482,5,8,48.490
2063821989,0.410005,15.940975,-1.952853,8,6,16.066
2063821994,0.558014,21.446791,-1.873286,10,4,21.536
2063821998,0.889246,33.789913,-1.769267,12,3,33.848
2063822026,0.218630,7.778427,-2.073846,0,13,8.056
2063822031,0.255638,8.999549,-2.068848,2,5,9.240
2063822035,0.302718,10.546185,-2.042715,4,8,10.748
2063822040,0.369026,12.723977,-2.009527,6,11,12.888
2063822044,0.467852,15.967185,-1.956265,8,6,16.094
2063822049,0.634981,21.452623,-1.873983,10,6,21.544
2063822054,1.010496,33.798494,-1.769895,12,3,33.860
2063822081,0.246398,7.775664,-2.073329,0,18,8.054
2063822086,0.287337,8.982995,-2.065249,2,5,9.224
2063822091,0.341083,10.564657,-2.046531,4,8,10.768
2063822100,0.525435,15.979297,-1.957971,8,7,16.108
2063822104,0.712129,21.462162,-1.875029,10,8,21.556
2063822109,1.132888,33.838577,-1.772198,12,3,33.904
2063822137,0.271705,7.780620,-2.074882,0,13,8.060
2063822141,0.316069,8.976180,-2.063899,2,5,9.218
2063822146,0.375596,10.579202,-2.049584,4,8,10.784
2063822150,0.455349,12.721180,-2.009527,6,11,12.888
2063822155,0.576920,15.987453,-1.959190,8,7,16.118
2063822160,0.780571,21.457788,-1.874855,10,12,21.554
2063822164,1.241837,33.866731,-1.773873,12,3,33.936
2063822192,0.299530,7.796998,-2.079540,0,13,8.078
2063822196,0.347551,8.978917,-2.064799,2,5,9.222
2063822201,0.412369,10.573903,-2.048821,4,8,10.780
2063822206,0.499751,12.719513,-2.009527,6,11,12.888
2063822210,0.631231,15.947654,-1.954559,8,7,16.080
2063822215,0.855944,21.466877,-1.875901,10,14,21.566
2063822219,1.358924,33.834251,-1.772408,12,3,33.908
2063822247,0.327150,7.805555,-2.082128,0,15,8.088
2063822252,0.379138,8.983490,-2.066148,2,5,9.228
2063822254,2.844006,67.155563,3.520429,3,29,67.308
2063822256,0.448443,10.552784,-2.045005,4,8,10.760
2063822259,2.860548,67.084555,5.870771,5,30,67.402
2063822261,0.544147,12.717692,-2.009527,6,11,12.888
2063822266,0.688604,15.985019,-1.959434,8,7,16.120
2063822270,0.931304,21.473711,-1.876772,10,10,21.576
2063822275,1.481724,33.937051,-1.778060,12,3,34.016
2063822302,0.353781,7.790857,-2.078505,0,13,8.074
2063822307,0.411027,8.993792,-2.068848,2,5,9.240
2063822312,0.485998,10.566844,-2.048058,4,8,10.776
2063822316,0.589816,12.743340,-2.013908,6,11,12.916
2063822321,0.744028,15.974586,-1.958459,8,7,16.112
2063822325,1.008121,21.510134,-1.880259,10,6,21.616
2063822330,1.601682,33.963593,-1.779735,12,3,34.048
2063822358,0.381162,7.793433,-2.079540,0,15,8.078
2063822362,0.442898,9.002034,-2.071097,2,5,9.250
2063822367,0.522686,10.561162,-2.047294,4,8,10.772
2063822372,0.628009,12.614936,-1.993884,6,11,12.788
2063822376,0.800580,15.987753,-1.960409,8,7,16.128
2063822381,1.084001,21.522402,-1.881653,10,6,21.632
2063822385,1.719621,33.945827,-1.779107,12,3,34.036
2063822413,0.408364,7.792055,-2.079540,0,13,8.078
2063822415,3.550022,67.550477,1.180025,1,35,67.654
2063822418,0.473600,8.986811,-2.067948,2,5,9.236
2063822422,0.560795,10.582799,-2.051874,4,4,10.796
2063822431,0.856595,15.988825,-1.960896,8,7,16.132
2063822436,1.158908,21.514508,-1.881304,10,6,21.628
2063822441,1.838752,33.951583,-1.779735,12,3,34.048
2063822468,0.435993,7.798298,-2.081611,0,13,8.086
2063822473,0.504967,8.985103,-2.067948,2,5,9.236
2063822477,0.596625,10.561176,-2.048058,4,8,10.776
2063822482,0.723229,12.736465,-2.013908,6,11,12.916
2063822487,0.911949,15.977810,-1.959921,8,7,16.124
2063822491,1.236054,21.546136,-1.884442,10,6,21.664
2063822496,1.959783,33.988825,-1.782037,12,3,34.092
2063822524,0.462753,7.789015,-2.079540,0,13,8.078
2063822528,0.536792,8.991067,-2.069748,2,5,9.244
2063822533,0.631370,10.523753,-2.041189,4,8,10.740
2063822537,0.764355,12.678653,-2.005147,6,11,12.860
2063822542,0.967476,15.970567,-1.959434,8,7,16.120
2063822547,1.310288,21.525781,-1.883048,10,6,21.648
2063822551,2.081097,34.025635,-1.784340,12,3,34.136
2063822579,0.490424,7.795064,-2.081611,0,13,8.086
2063822583,0.568109,8.989143,-2.069748,2,5,9.244
2063822588,0.669690,10.548926,-2.046531,4,8,10.768
2063822593,0.816376,12.802093,-2.025171,6,11,12.988
2063822597,1.023895,15.984951,-1.961627,8,6,16.138
2063822602,1.386044,21.542997,-1.884965,10,8,21.670
2063822607,2.196311,33.986369,-1.782665,12,3,34.104
2063822634,0.516183,7.781784,-2.078505,0,15,8.074
2063822639,0.598569,8.985213,-2.069298,2,5,9.242
2063822643,0.706112,10.554421,-2.048058,4,8,10.776
2063822646,3.248154,48.447759,4.244445,5,8,48.742
2063822648,0.853320,12.700694,-2.009527,6,11,12.888
2063822650,3.257016,48.374372,5.947974,7,11,48.848
2063822653,1.078961,15.991277,-1.962846,8,7,16.148
2063822657,1.459220,21.536167,-1.884791,10,6,21.668
2063822662,2.312238,33.982683,-1.782875,12,40,34.108
2063822666,3.306854,48.397769,-0.846056,14,12,48.518
2063822689,0.542799,7.781909,-2.079023,0,11,8.076
2063822692,3.383182,48.404521,0.846265,1,13,48.530
2063822694,0.629282,8.985068,-2.069748,2,5,9.244
2063822696,3.400881,48.460144,2.543735,3,9,48.646
2063822699,0.743131,10.567624,-2.051111,4,8,10.792
2063822701,3.414142,48.452323,4.245840,5,8,48.758
2063822703,0.896541,12.697716,-2.009527,6,11,12.888
2063822708,1.133098,15.983552,-1.962359,8,7,16.144
2063822713,1.533356,21.543000,-1.885837,10,6,21.680
2063822717,2.423610,33.914851,-1.779735,12,21,34.048
2063822745,0.569563,7.783870,-2.080058,0,11,8.080
2063822749,0.659858,8.982874,-2.069748,2,5,9.244
2063822754,0.777937,10.549370,-2.048058,4,8,10.776
2063822759,0.939751,12.694591,-2.009527,6,11,12.888
2063822763,1.188372,15.991481,-1.963821,8,9,16.156
2063822768,1.608742,21.565473,-1.888277,10,6,21.708
2063822772,2.557067,34.147400,-1.792400,12,6,34.290
2063822800,0.596789,7.791518,-2.082646,0,13,8.090
2063822805,0.691603,8.994167,-2.072897,2,5,9.258
2063822809,0.814747,10.554467,-2.049584,4,8,10.784
2063822814,0.991135,12.789750,-2.025171,6,11,12.988
2063822818,1.243105,15.979355,-1.962846,8,7,16.148
2063822823,1.682765,21.547833,-1.887231,10,6,21.696
2063822828,2.687956,34.287602,-1.800250,12,3,34.440
