# time,X,Y,Z,id,intensity,distance
2073521685,0.003427,21.420178,-1.870323,10,2,21.502
2073521690,0.004556,10.441669,-0.545025,12,1,10.456
2073521694,0.007225,10.138453,-0.176267,14,1,10.140
2073521717,0.016318,7.791141,-2.076434,0,13,8.066
2073521722,0.021415,8.977820,-2.062999,2,5,9.214
2073521727,0.028251,10.556381,-2.043860,4,8,10.754
2073521729,0.136187,48.265441,4.218996,5,41,48.450
2073521731,0.037476,12.630503,-1.993884,6,11,12.788
2073521736,0.051855,15.916386,-1.949197,8,7,16.036
2073521740,0.075974,21.408089,-1.869277,10,4,21.490
2073521745,0.039863,10.381676,-0.541885,12,1,10.396
2073521750,0.041118,9.954399,-0.173056,14,1,9.956
2073521773,0.043438,7.777513,-2.072811,0,15,8.052
2073521777,0.052719,8.971845,-2.061649,2,5,9.208
2073521782,0.065208,10.573887,-2.047294,4,8,10.772
2073521784,0.304853,48.294557,4.221610,5,58,48.480
2073521787,0.081564,12.630295,-1.993884,6,11,12.788
2073521791,0.107561,15.937943,-1.951878,8,6,16.058
2073521796,0.150730,21.411678,-1.869626,10,2,21.494
2073521800,0.076131,10.385468,-0.542094,12,1,10.400
2073521805,0.075743,9.938197,-0.172777,14,1,9.940
2073521828,0.070604,7.779246,-2.073329,0,13,8.054
2073521833,0.084182,8.987195,-2.065249,2,5,9.224
2073521837,0.101928,10.553963,-2.043478,4,8,10.752
2073521840,0.473508,48.301168,4.222308,5,58,48.488
2073521842,0.125651,12.629933,-1.993884,6,11,12.788
2073521846,0.163377,15.955335,-1.954072,8,4,16.076
2073521851,0.226015,21.462821,-1.874158,10,2,21.546
2073521856,0.111431,10.297265,-0.537488,12,1,10.312
2073521860,0.109989,9.897881,-0.172079,14,1,9.900
2073521883,0.097855,7.786679,-2.075399,0,13,8.062
2073521888,0.115452,8.979052,-2.063449,2,5,9.216
2073521893,0.138974,10.569248,-2.046531,4,8,10.768
2073521895,0.642161,48.303205,4.222656,5,41,48.492
2073521902,0.219070,15.954668,-1.954072,8,3,16.076
2073521911,0.145889,10.192966,-0.532045,12,1,10.208
2073521916,0.144538,9.897437,-0.172079,14,1,9.900
2073521939,0.127690,7.782383,-2.074364,0,15,8.058
2073521943,0.149571,8.961008,-2.059400,2,5,9.198
2073521948,0.179402,10.568639,-2.046531,4,8,10.768
2073521950,0.827192,48.326295,4.224922,5,58,48.518
2073521957,0.279866,15.953717,-1.954072,8,3,16.076
2073521962,0.179933,10.093833,-0.879536,10,1,10.134
2073521966,0.182990,10.104474,-0.527440,12,1,10.120
2073521971,0.179683,9.768859,-0.169845,14,1,9.772
2073521994,0.154405,7.793492,-2.077470,0,13,8.070
2073521998,0.180498,8.981879,-2.064349,2,5,9.220
2073522003,0.214970,10.548339,-2.042715,4,8,10.748
2073522005,0.991456,48.313240,4.224051,5,50,48.508
2073522012,0.334577,15.972519,-1.956509,8,1,16.096
2073522017,0.215893,10.168856,-0.886160,10,1,10.210
2073522021,0.216089,10.043889,-0.524300,12,1,10.060
2073522026,0.215719,9.896141,-0.172079,14,1,9.900
2073522049,0.180660,7.781333,-2.074364,0,15,8.058
2073522054,0.210863,8.975369,-2.062999,2,5,9.214
2073522058,0.251276,10.571102,-2.047294,4,8,10.772
2073522061,1.151572,48.166196,4.211500,5,16,48.364
2073522068,0.388471,15.971299,-1.956509,8,1,16.096
2073522072,0.249836,10.156121,-0.885114,10,1,10.198
2073522077,0.249734,10.039113,-0.524090,12,1,10.056
2073522081,0.248894,9.895363,-0.172079,14,1,9.900
2073522104,0.206616,7.786485,-2.075917,0,15,8.064
2073522107,0.261108,9.789027,0.170229,1,1,9.794
2073522109,0.240991,8.988257,-2.066148,2,5,9.228
2073522114,0.286010,10.558435,-2.045005,4,8,10.760
2073522123,0.442089,15.993735,-1.959434,8,1,16.120
2073522127,0.283514,10.155237,-0.885114,10,1,10.198
2073522132,0.284262,10.082152,-0.526393,12,1,10.100
2073522137,0.279430,9.814527,-0.170683,14,1,9.820
2073522160,0.232609,7.791550,-2.077470,0,13,8.070
2073522162,0.293675,9.788104,0.170229,1,1,9.794
2073522164,0.270933,8.985454,-2.065698,2,5,9.226
2073522169,0.322199,10.580963,-2.049584,4,8,10.784
2073522178,0.496273,15.984201,-1.958459,8,1,16.112
2073522183,0.318920,10.174120,-0.886857,10,1,10.218
2073522215,0.260614,7.794529,-2.078505,0,15,8.074
2073522217,0.326949,9.735028,0.169321,1,1,9.742
2073522220,0.302621,8.970794,-2.062549,2,5,9.212
2073522224,0.359521,10.564046,-2.046531,4,8,10.768
2073522233,0.552086,15.942645,-1.953584,8,1,16.072
2073522238,0.357824,10.244596,-0.893133,10,1,10.290
2073522270,0.288572,7.795478,-2.079023,0,15,8.076
2073522273,0.361410,9.725805,0.169182,1,1,9.734
2073522275,0.335166,8.985238,-2.066148,2,8,9.228
2073522279,0.396714,10.554856,-2.045005,4,8,10.760
2073522289,0.609711,15.980276,-1.958459,8,1,16.112
2073522293,0.393272,10.231334,-0.892087,10,1,10.278
2073522326,0.314399,7.777078,-2.074364,0,13,8.058
2073522330,0.366220,8.995728,-2.068848,2,5,9.240
2073522335,0.433599,10.576984,-2.049584,4,8,10.784
2073522337,2.751533,66.887713,5.853166,5,29,67.200
2073522344,0.663929,15.974142,-1.957971,8,1,16.108
2073522349,0.428091,10.229936,-0.892087,10,1,10.278
2073522381,0.341119,7.781753,-2.075917,0,15,8.064
2073522383,0.425880,9.683163,0.168484,1,1,9.694
2073522385,0.396470,8.984692,-2.066598,2,5,9.230
2073522390,0.470270,10.587208,-2.051874,4,8,10.796
