# time,X,Y,Z,id,intensity,distance
2078621685,0.001866,16.039546,-1.964309,8,1,16.160
2078621690,0.003269,8.027336,-0.698601,10,1,8.058
2078621694,0.005781,8.280634,-0.431770,12,1,8.292
2078621722,0.019099,7.816248,-2.083164,0,15,8.092
2078621727,0.024682,9.026531,-2.074247,2,5,9.264
2078621731,0.031959,10.564223,-2.045386,4,4,10.762
2078621734,0.147387,46.484203,4.063161,5,68,46.662
2078621745,0.031212,8.007352,-0.696858,10,1,8.038
2078621750,0.034451,8.224641,-0.428839,12,1,8.236
2078621777,0.046337,7.808407,-2.081093,0,15,8.084
2078621782,0.056059,9.026390,-2.074247,2,5,9.264
2078621787,0.068783,10.603314,-2.053019,4,4,10.802
2078621789,0.308009,46.491386,4.063859,5,53,46.670
2078621800,0.058872,8.047045,-0.700344,10,1,8.078
2078621805,0.062382,8.216487,-0.428420,12,1,8.228
2078621833,0.072301,7.815937,-2.083164,0,15,8.092
2078621837,0.085973,9.024206,-2.073797,2,5,9.262
2078621842,0.104291,10.638364,-2.059888,4,4,10.838
2078621844,0.462277,46.500071,4.064730,5,53,46.680
2078621856,0.085980,8.086651,-0.703830,10,1,8.118
2078621860,0.089542,8.208246,-0.428002,12,1,8.220
2078621888,0.098244,7.817586,-2.083681,0,15,8.094
2078621893,0.115822,9.018026,-2.072447,2,5,9.256
2078621897,0.139104,10.602624,-2.053019,4,4,10.802
2078621900,0.616791,46.522189,4.066822,5,68,46.704
2078621906,0.106927,7.820533,-0.955230,8,1,7.880
2078621911,0.112351,8.054447,-0.701041,10,1,8.086
2078621916,0.115227,8.100063,-0.422349,12,1,8.112
2078621920,0.122132,8.421831,-0.146319,14,1,8.424
2078621943,0.124167,7.817218,-2.083681,0,13,8.094
2078621948,0.145852,9.025386,-2.074247,2,5,9.264
2078621953,0.174134,10.594253,-2.051492,4,4,10.794
2078621955,0.771127,46.523872,4.067170,5,68,46.708
2078621962,0.132860,7.820135,-0.955230,8,1,7.880
2078621966,0.137822,7.982315,-0.694766,10,1,8.014
2078621971,0.141176,8.047716,-0.419628,12,1,8.060
2078621976,0.148064,8.309415,-0.144364,14,1,8.312
2078621999,0.152667,7.808984,-2.081611,0,13,8.086
2078622003,0.179565,9.050117,-2.080095,2,5,9.290
2078622008,0.213982,10.628869,-2.058361,4,4,10.830
2078622010,0.942969,46.502771,4.065602,5,38,46.690
2078622017,0.164032,7.918820,-0.967417,8,1,7.980
2078622022,0.168579,8.025567,-0.698601,10,1,8.058
2078622026,0.170183,7.991219,-0.416697,12,1,8.004
2078622031,0.179709,8.324792,-0.144644,14,1,8.328
2078622054,0.179747,7.800678,-2.079540,0,15,8.078
2078622058,0.210791,9.033849,-2.076496,2,5,9.274
2078622063,0.250434,10.600579,-2.053019,4,4,10.802
2078622077,0.195519,7.981110,-0.694766,10,1,8.014
2078622081,0.198868,8.022522,-0.418372,12,1,8.036
2078622086,0.208567,8.316118,-0.144504,14,1,8.320
2078622109,0.207385,7.815453,-2.083681,0,13,8.094
2078622114,0.241540,9.003838,-2.069748,2,5,9.244
2078622118,0.288180,10.627116,-2.058361,4,4,10.830
2078622132,0.223823,7.996312,-0.696161,10,1,8.030
