# time,X,Y,Z,id,intensity,distance
2111921522,0.005017,5.749188,-1.529291,0,96,5.952
2111921526,0.006700,5.758523,-1.319761,2,56,5.910
2111921531,0.008341,5.734660,-1.106606,4,74,5.842
2111921536,0.010557,6.048594,-0.951405,6,21,6.124
2111921540,0.033792,16.595337,-2.032555,8,7,16.720
2111921545,0.053227,22.872568,-1.997396,10,6,22.960
2111921549,0.067441,25.760559,-1.347858,12,76,25.796
2111921577,0.025111,5.754931,-1.530844,0,90,5.958
2111921582,0.026783,5.754567,-1.318861,2,66,5.906
2111921586,0.028417,5.746375,-1.108896,4,77,5.854
2111921591,0.031619,6.038644,-0.949840,6,21,6.114
2111921593,0.170045,31.598242,3.874732,7,92,31.836
2111921595,0.091841,16.616954,-2.035237,8,6,16.742
2111921600,0.133136,22.884197,-1.998442,10,6,22.972
2111921605,0.157313,25.752178,-1.347440,12,95,25.788
2111921632,0.045214,5.756740,-1.531362,0,94,5.960
2111921637,0.046838,5.750541,-1.317961,2,66,5.902
2111921642,0.048475,5.746241,-1.108896,4,74,5.854
2111921646,0.052680,6.036521,-0.949527,6,18,6.112
2111921648,0.279022,31.448580,3.856452,7,9,31.686
2111921651,0.149719,16.602637,-2.033530,8,7,16.728
2111921655,0.213202,22.903516,-2.000185,10,6,22.992
2111921660,0.247146,25.745480,-1.347126,12,99,25.782
2111921688,0.065418,5.766206,-1.533950,0,99,5.970
2111921692,0.066824,5.746446,-1.317061,2,62,5.898
2111921697,0.068426,5.744075,-1.108514,4,79,5.852
2111921701,0.073716,6.044203,-0.950779,6,18,6.120
2111921704,0.387922,31.441469,3.855721,7,14,31.680
2111921706,0.207090,16.594079,-2.032555,8,7,16.720
2111921711,0.292112,22.886705,-1.998790,10,6,22.976
2111921715,0.336046,25.756458,-1.347754,12,100,25.794
2111921743,0.084986,5.762087,-1.532914,0,92,5.966
2111921747,0.086440,5.750082,-1.317961,2,66,5.902
2111921752,0.087885,5.737920,-1.107369,4,74,5.846
2111921757,0.094440,6.053793,-0.952343,6,21,6.130
2111921759,0.494490,31.412179,3.852308,7,14,31.652
2111921761,0.263849,16.611142,-2.034749,8,9,16.738
2111921766,0.370003,22.885579,-1.998790,10,6,22.976
2111921770,0.423835,25.763153,-1.348172,12,100,25.802
2111921775,0.800866,47.856008,-0.834747,14,75,47.870
2111921798,0.104245,5.742449,-1.527738,0,90,5.946
2111921803,0.106153,5.757549,-1.319761,2,62,5.910
2111921807,0.107412,5.737587,-1.107369,4,77,5.846
2111921812,0.114968,6.049486,-0.951718,6,21,6.126
2111921814,0.601395,31.410314,3.852308,7,14,31.652
2111921817,0.320075,16.594270,-2.032799,8,9,16.722
2111921821,0.447422,22.860283,-1.996699,10,6,22.952
2111921826,0.511594,25.765555,-1.348382,12,100,25.806
2111921830,0.964056,47.869000,-0.835026,14,100,47.886
2111921853,0.124080,5.755581,-1.531362,0,96,5.960
2111921858,0.125534,5.747413,-1.317511,2,66,5.900
2111921863,0.127026,5.741114,-1.108133,4,74,5.850
2111921867,0.135600,6.051035,-0.952030,6,21,6.128
