# time,X,Y,Z,id,intensity,distance
2075821602,0.000000,12.828096,-2.025171,6,11,12.988
2075821616,0.008018,9.187388,-0.479291,12,1,9.200
2075821621,0.010875,9.346570,-0.162445,14,1,9.348
2075821644,0.020483,7.823972,-2.085234,0,15,8.100
2075821648,0.026234,9.018731,-2.072447,2,5,9.256
2075821653,0.033954,10.611336,-2.054545,4,12,10.810
2075821655,0.158993,47.528183,4.154500,5,40,47.710
2075821658,0.044778,12.828018,-2.025171,6,11,12.988
2075821671,0.040227,9.219260,-0.480966,12,1,9.232
2075821676,0.043464,9.338476,-0.162305,14,1,9.340
2075821699,0.047817,7.827717,-2.086270,0,15,8.104
2075821704,0.057728,9.020533,-2.072897,2,8,9.258
2075821708,0.071020,10.615079,-2.055308,4,8,10.814
2075821711,0.325087,47.555231,4.156941,5,40,47.738
2075821713,0.089556,12.827784,-2.025171,6,11,12.988
2075821727,0.072439,9.223058,-0.481175,12,1,9.236
2075821731,0.076126,9.346266,-0.162445,14,1,9.348
2075821754,0.075178,7.831366,-2.087305,0,15,8.108
2075821759,0.089273,9.026123,-2.074247,2,8,9.264
2075821764,0.107994,10.606914,-2.053782,4,8,10.806
2075821766,0.491001,47.545838,4.156244,5,16,47.730
2075821768,0.134333,12.827393,-2.025171,6,11,12.988
2075821773,0.173226,16.094196,-1.971133,8,1,16.216
2075821782,0.103908,9.158841,-0.477825,12,1,9.172
2075821787,0.107400,9.229969,-0.160421,14,1,9.232
2075821810,0.102489,7.829124,-2.086787,0,15,8.106
2075821814,0.120935,9.047192,-2.079195,2,5,9.286
2075821819,0.145031,10.630033,-2.058361,4,12,10.830
2075821821,0.655510,47.563780,4.157987,5,40,47.750
2075821823,0.178549,12.826854,-2.025171,6,11,12.988
2075821828,0.228722,16.111371,-1.973327,8,4,16.234
2075821837,0.136021,9.222339,-0.481175,12,1,9.236
2075821842,0.139219,9.265543,-0.161049,14,1,9.268
2075821865,0.128672,7.842262,-2.090411,0,18,8.120
2075821869,0.150773,9.036999,-2.076946,2,8,9.276
2075821874,0.180281,10.629494,-2.058361,4,12,10.830
2075821876,0.813438,47.573297,4.159033,5,40,47.762
2075821879,0.221083,12.826191,-2.025171,6,11,12.988
2075821883,0.282322,16.120448,-1.974546,8,4,16.244
2075821892,0.167252,9.257782,-0.483059,12,1,9.272
2075821897,0.169798,9.257033,-0.160909,14,1,9.260
2075821920,0.154640,7.839861,-2.089893,0,13,8.118
2075821925,0.180794,9.032550,-2.076046,2,5,9.272
2075821929,0.216635,10.668088,-2.065994,4,8,10.870
