# time,X,Y,Z,id,intensity,distance
2066221596,0.007460,7.771836,-2.071258,0,15,8.046
2066221600,0.011275,8.962249,-2.059400,2,8,9.198
2066221605,0.016383,10.526957,-2.038136,4,8,10.724
2066221607,0.082384,48.309395,4.222831,5,8,48.494
2066221610,0.023419,12.628561,-1.993571,6,11,12.786
2066221614,0.034257,15.914448,-1.948953,8,6,16.034
2066221619,0.052324,21.350381,-1.864222,10,6,21.432
2066221623,0.088201,32.085846,-1.679354,12,96,32.130
2066221651,0.035329,7.785282,-2.074882,0,13,8.060
2066221656,0.043333,8.973844,-2.062099,2,8,9.210
2066221660,0.054035,10.554317,-2.043478,4,12,10.752
2066221663,0.255296,48.488109,4.238519,5,59,48.674
2066221665,0.068327,12.628398,-1.993571,6,11,12.786
2066221670,0.090870,15.938047,-1.951878,8,6,16.058
2066221674,0.128057,21.369985,-1.865965,10,6,21.452
2066221679,0.201488,32.067359,-1.678412,12,93,32.112
2066221706,0.062442,7.777384,-2.072811,0,15,8.052
2066221711,0.074544,8.959997,-2.058950,2,5,9.196
2066221716,0.090741,10.538359,-2.040425,4,12,10.736
2066221718,0.424741,48.508838,4.240436,5,59,48.696
2066221720,0.113041,12.699194,-2.004834,6,11,12.858
2066221725,0.146413,15.927708,-1.950659,8,7,16.048
2066221729,0.202916,21.397300,-1.868405,10,6,21.480
2066221734,0.313501,32.074449,-1.678831,12,100,32.120
2066221762,0.089657,7.782914,-2.074364,0,18,8.058
2066221766,0.105800,8.963580,-2.059850,2,5,9.200
2066221771,0.127562,10.553685,-2.043478,4,8,10.752
2066221773,0.593087,48.499101,4.239739,5,17,48.688
2066221780,0.201647,15.935045,-1.951634,8,7,16.056
2066221785,0.277033,21.412409,-1.869800,10,6,21.496
2066221789,0.423928,32.063192,-1.678308,12,71,32.110
2066221817,0.116231,7.788359,-2.075917,0,13,8.064
2066221822,0.136336,8.965117,-2.060300,2,5,9.202
2066221826,0.163115,10.529633,-2.038899,4,8,10.728
2066221829,0.758456,48.516723,4.241482,5,51,48.708
2066221831,0.199188,12.627012,-1.993571,6,11,12.786
2066221835,0.256038,15.944191,-1.952853,8,6,16.066
2066221840,0.350297,21.435248,-1.871892,10,6,21.520
2066221872,0.142383,7.768603,-2.070740,0,13,8.044
2066221877,0.167021,8.970445,-2.061649,2,5,9.208
2066221881,0.199400,10.544717,-2.041952,4,8,10.744
2066221884,0.924455,48.513844,4.241482,5,51,48.708
2066221886,0.243802,12.697356,-2.004834,6,11,12.858
2066221891,0.311074,15.959096,-1.954803,8,6,16.082
2066221895,0.423475,21.406028,-1.869451,10,6,21.492
2066221900,0.676913,33.720920,-1.765395,12,3,33.774
2066221928,0.169710,7.777715,-2.073329,0,11,8.054
2066221932,0.198720,8.987342,-2.065698,2,5,9.226
2066221937,0.236559,10.559659,-2.045005,4,8,10.760
2066221939,1.093165,48.482435,4.239042,5,25,48.680
2066221946,0.366643,15.951959,-1.954072,8,6,16.076
2066221951,0.498657,21.424338,-1.871194,10,6,21.512
2066221955,0.795652,33.762280,-1.767697,12,3,33.818
2066221983,0.197054,7.784800,-2.075399,0,15,8.062
2066221987,0.229542,8.965164,-2.060750,2,5,9.204
2066221992,0.273418,10.558769,-2.045005,4,8,10.760
2066221994,1.255703,48.221393,4.216555,5,8,48.422
2066221997,0.330578,12.624256,-1.993571,6,11,12.786
2066222001,0.422166,15.944629,-1.953340,8,6,16.070
2066222006,0.574398,21.458317,-1.874332,10,6,21.548
2066222011,0.913392,33.755304,-1.767488,12,3,33.814
2066222038,0.224394,7.789858,-2.076952,0,13,8.068
2066222043,0.260778,8.962360,-2.060300,2,5,9.202
2066222047,0.310273,10.557750,-2.045005,4,8,10.760
2066222057,0.478059,15.950995,-1.954315,8,7,16.078
2066222061,0.649299,21.456181,-1.874332,10,6,21.548
2066222066,1.031824,33.771873,-1.768535,12,3,33.834
2066222093,0.251459,7.785166,-2.075917,0,13,8.064
2066222098,0.292884,8.988665,-2.066598,2,2,9.230
2066222103,0.346326,10.536986,-2.041189,4,8,10.740
2066222107,0.421700,12.720364,-2.009215,6,11,12.886
2066222112,0.533006,15.941308,-1.953340,8,6,16.070
2066222117,0.724418,21.483679,-1.876947,10,8,21.578
2066222121,1.150538,33.835983,-1.772094,12,3,33.902
2066222149,0.277885,7.782334,-2.075399,0,15,8.062
2066222153,0.323404,8.985669,-2.066148,2,5,9.228
2066222158,0.383182,10.563214,-2.046531,4,8,10.768
2066222167,0.587988,15.959240,-1.955778,8,7,16.090
2066222172,0.796348,21.449233,-1.874158,10,12,21.546
2066222176,1.266285,33.847838,-1.772931,12,3,33.918
2066222204,0.304898,7.794856,-2.079023,0,15,8.076
2066222209,0.354192,8.986458,-2.066598,2,5,9.230
2066222213,0.419126,10.553989,-2.045005,4,8,10.760
2066222218,0.504881,12.618487,-1.993571,6,11,12.786
2066222222,0.643628,15.967026,-1.956996,8,7,16.100
2066222227,0.870095,21.426428,-1.872415,10,12,21.526
2066222232,1.384919,33.855185,-1.773559,12,3,33.930
2066222259,0.332703,7.791785,-2.078505,0,11,8.074
2066222264,0.385672,8.969558,-2.062999,2,5,9.214
2066222269,0.457564,10.568114,-2.048058,4,8,10.776
2066222273,0.554327,12.715275,-2.009215,6,11,12.886
2066222278,0.700927,15.968587,-1.957484,8,7,16.104
2066222282,0.949302,21.480900,-1.877470,10,8,21.584
2066222287,1.506751,33.865976,-1.774396,12,3,33.946
2066222315,0.360669,7.792475,-2.079023,0,15,8.076
2066222319,0.418201,8.981756,-2.066148,2,5,9.228
2066222324,0.495095,10.570353,-2.048821,4,8,10.780
2066222328,0.594337,12.614590,-1.993571,6,11,12.786
2066222333,0.756757,15.968026,-1.957728,8,7,16.106
2066222338,1.025138,21.505340,-1.879910,10,6,21.612
2066222342,1.625774,33.908460,-1.776908,12,3,33.994
2066222370,0.386795,7.797024,-2.080576,0,11,8.082
2066222375,0.449148,9.003676,-2.071547,2,5,9.252
2066222379,0.529752,10.560810,-2.047294,4,8,10.772
2066222384,0.641141,12.711193,-2.009215,6,11,12.886
2066222388,0.808901,15.949569,-1.955778,8,6,16.090
2066222393,1.097056,21.513761,-1.880956,10,6,21.624
2066222398,1.743119,33.998625,-1.781933,12,3,34.090
2066222425,0.411525,7.774478,-2.074882,0,13,8.060
2066222428,3.590089,67.632465,1.181491,1,35,67.738
2066222430,0.477957,8.978775,-2.066148,2,5,9.228
2066222434,0.565231,10.558970,-2.047294,4,8,10.772
2066222444,0.865002,15.980420,-1.959921,8,7,16.124
2066222448,1.170738,21.509877,-1.880956,10,6,21.624
2066222453,1.857246,33.936575,-1.779002,12,3,34.034
2066222481,0.439448,7.774885,-2.075399,0,13,8.062
2066222485,0.509968,8.975062,-2.065698,2,5,9.226
2066222490,0.602334,10.545120,-2.045005,4,8,10.760
2066222499,0.922860,15.989114,-1.961384,8,7,16.136
2066222504,1.248153,21.513507,-1.881653,10,6,21.632
2066222508,1.982377,33.993516,-1.782351,12,3,34.098
2066222536,0.468538,7.794475,-2.081093,0,13,8.084
2066222540,0.542182,8.977078,-2.066598,2,5,9.230
2066222545,0.639753,10.542916,-2.045005,4,8,10.760
2066222554,0.978646,15.977841,-1.960409,8,7,16.128
2066222559,1.323554,21.509000,-1.881653,10,6,21.632
2066222563,2.099300,33.958481,-1.780886,12,3,34.070
2066222591,0.495308,7.796691,-2.082128,0,13,8.088
2066222596,0.572483,8.971291,-2.065698,2,5,9.226
2066222600,0.676636,10.556351,-2.048058,4,8,10.776
2066222603,3.117704,48.532195,4.251069,5,8,48.818
2066222610,1.032635,15.968475,-1.959678,8,7,16.122
2066222614,1.398558,21.532205,-1.884093,10,6,21.660
2066222619,2.213301,33.927224,-1.779630,12,3,34.046
2066222646,0.521066,7.783395,-2.079023,0,13,8.076
2066222651,0.603927,8.980948,-2.068398,2,5,9.238
2066222656,0.711808,10.538296,-2.045005,4,8,10.760
2066222658,3.275742,48.389987,4.239564,5,8,48.686
2066222663,3.289028,48.372206,5.947974,7,11,48.848
2066222665,1.087905,15.964805,-1.959678,8,6,16.122
2066222669,1.475030,21.551067,-1.886185,10,6,21.684
2066222674,2.333222,33.941209,-1.780781,12,59,34.068
2066222679,3.339830,48.373456,-0.845672,14,12,48.496
2066222702,0.548775,7.779554,-2.078505,0,11,8.074
2066222704,3.423524,48.429750,0.846754,1,13,48.558
2066222706,0.637020,8.992337,-2.071547,2,5,9.252
2066222711,0.752852,10.582681,-2.054164,4,8,10.808
2066222716,0.906927,12.694998,-2.009215,6,11,12.886
2066222720,1.146865,15.986550,-1.962846,8,7,16.148
2066222725,1.550411,21.521804,-1.884093,10,6,21.660
2066222729,2.453061,33.910731,-1.779630,12,9,34.046
2066222757,0.576035,7.769834,-2.076434,0,13,8.066
2066222762,0.668756,8.984170,-2.070197,2,5,9.246
